geoName,salgın,Period
Manisa,13.0,201801
Mardin,26.0,201801
Mersin Province,0.0,201801
Muğla Province,10.0,201801
Muş,0.0,201801
Nevşehir,38.0,201801
Niğde,0.0,201801
Ordu,39.0,201801
Osmaniye,30.0,201801
Rize,32.0,201801
Sakarya,10.0,201801
Samsun,6.0,201801
Siirt Province,0.0,201801
Sinop Province,0.0,201801
Sivas,0.0,201801
Tekirdağ,11.0,201801
Tokat,0.0,201801
Trabzon,14.0,201801
Tunceli,0.0,201801
Uşak,30.0,201801
Van,0.0,201801
Yalova Province,100.0,201801
Yozgat,39.0,201801
Zonguldak,17.0,201801
Çanakkale Province,18.0,201801
Çankırı,0.0,201801
Çorum Province,0.0,201801
İstanbul,5.0,201801
İzmir,4.0,201801
Şanlıurfa Province,0.0,201801
Şırnak,0.0,201801
Adana,6.666666666666667,201802
Adıyaman Province,0.0,201802
Afyonkarahisar Province,0.0,201802
Aksaray,0.0,201802
Amasya Province,0.0,201802
Ankara,5.333333333333333,201802
Antalya,8.0,201802
Ardahan Province,0.0,201802
Artvin,0.0,201802
Aydın Province,14.666666666666666,201802
Ağrı,0.0,201802
Balıkesir Province,0.0,201802
Bartın Province,0.0,201802
Batman,0.0,201802
Bayburt,0.0,201802
Bilecik,0.0,201802
Bingöl Province,117.33333333333333,201802
Bitlis,0.0,201802
Bolu,46.666666666666664,201802
Burdur Province,0.0,201802
Bursa,5.333333333333333,201802
Denizli,0.0,201802
Diyarbakır,18.666666666666668,201802
Düzce Province,0.0,201802
Edirne,32.0,201802
Elazığ,29.333333333333332,201802
Erzincan,0.0,201802
Erzurum,0.0,201802
Eskişehir Province,37.333333333333336,201802
Gaziantep,8.0,201802
Giresun,0.0,201802
Gümüşhane,0.0,201802
Hakkâri,0.0,201802
Hatay,0.0,201802
Isparta Province,0.0,201802
Iğdır,0.0,201802
Kahramanmaraş Province,0.0,201802
Karabük,0.0,201802
Karaman,64.0,201802
Kars,0.0,201802
Kastamonu,0.0,201802
Kayseri Province,10.666666666666666,201802
Kilis,0.0,201802
Kocaeli,12.0,201802
Konya,10.666666666666666,201802
Kütahya,0.0,201802
Kırklareli,0.0,201802
Kırıkkale,57.333333333333336,201802
Kırşehir,0.0,201802
Malatya,20.0,201802
Manisa,12.0,201802
Mardin,0.0,201802
Mersin Province,12.0,201802
Muğla Province,13.333333333333334,201802
Muş,133.33333333333334,201802
Nevşehir,53.333333333333336,201802
Niğde,0.0,201802
Ordu,0.0,201802
Osmaniye,0.0,201802
Rize,0.0,201802
Sakarya,0.0,201802
Samsun,0.0,201802
Siirt Province,0.0,201802
Sinop Province,0.0,201802
Sivas,26.666666666666668,201802
Tekirdağ,0.0,201802
Tokat,0.0,201802
Trabzon,21.333333333333332,201802
Tunceli,0.0,201802
Uşak,0.0,201802
Van,0.0,201802
Yalova Province,0.0,201802
Yozgat,58.666666666666664,201802
Zonguldak,49.333333333333336,201802
Çanakkale Province,0.0,201802
Çankırı,0.0,201802
Çorum Province,0.0,201802
İstanbul,6.666666666666667,201802
İzmir,5.333333333333333,201802
Şanlıurfa Province,13.333333333333334,201802
Şırnak,0.0,201802
Adana,20.0,201803
Adıyaman Province,126.0,201803
Afyonkarahisar Province,0.0,201803
Aksaray,132.0,201803
Amasya Province,0.0,201803
Ankara,10.0,201803
Antalya,20.0,201803
Ardahan Province,0.0,201803
Artvin,0.0,201803
Aydın Province,40.0,201803
Ağrı,0.0,201803
Balıkesir Province,36.0,201803
Bartın Province,0.0,201803
Batman,0.0,201803
Bayburt,0.0,201803
Bilecik,0.0,201803
Bingöl Province,0.0,201803
Bitlis,0.0,201803
Bolu,126.0,201803
Burdur Province,0.0,201803
Bursa,0.0,201803
Denizli,38.0,201803
Diyarbakır,26.0,201803
Düzce Province,0.0,201803
Edirne,86.0,201803
Elazığ,0.0,201803
Erzincan,200.0,201803
Erzurum,0.0,201803
Eskişehir Province,34.0,201803
Gaziantep,22.0,201803
Giresun,116.0,201803
Gümüşhane,0.0,201803
Hakkâri,0.0,201803
Hatay,0.0,201803
Isparta Province,82.0,201803
Iğdır,0.0,201803
Kahramanmaraş Province,0.0,201803
Karabük,132.0,201803
Karaman,0.0,201803
Kars,0.0,201803
Kastamonu,136.0,201803
Kayseri Province,42.0,201803
Kilis,0.0,201803
Kocaeli,18.0,201803
Konya,28.0,201803
Kütahya,0.0,201803
Kırklareli,0.0,201803
Kırıkkale,0.0,201803
Kırşehir,0.0,201803
Malatya,116.0,201803
Manisa,0.0,201803
Mardin,0.0,201803
Mersin Province,48.0,201803
Muğla Province,38.0,201803
Muş,0.0,201803
Nevşehir,0.0,201803
Niğde,0.0,201803
Ordu,0.0,201803
Osmaniye,0.0,201803
Rize,0.0,201803
Sakarya,0.0,201803
Samsun,0.0,201803
Siirt Province,0.0,201803
Sinop Province,0.0,201803
Sivas,0.0,201803
Tekirdağ,0.0,201803
Tokat,0.0,201803
Trabzon,60.0,201803
Tunceli,0.0,201803
Uşak,0.0,201803
Van,0.0,201803
Yalova Province,136.0,201803
Yozgat,0.0,201803
Zonguldak,134.0,201803
Çanakkale Province,0.0,201803
Çankırı,0.0,201803
Çorum Province,0.0,201803
İstanbul,8.0,201803
İzmir,16.0,201803
Şanlıurfa Province,0.0,201803
Şırnak,0.0,201803
Adana,13.333333333333334,201804
Adıyaman Province,0.0,201804
Afyonkarahisar Province,0.0,201804
Aksaray,88.33333333333334,201804
Amasya Province,98.33333333333334,201804
Ankara,3.3333333333333335,201804
Antalya,13.333333333333334,201804
Ardahan Province,0.0,201804
Artvin,0.0,201804
Aydın Province,26.666666666666668,201804
Ağrı,0.0,201804
Balıkesir Province,0.0,201804
Bartın Province,0.0,201804
Batman,0.0,201804
Bayburt,0.0,201804
Bilecik,0.0,201804
Bingöl Province,0.0,201804
Bitlis,0.0,201804
Bolu,0.0,201804
Burdur Province,0.0,201804
Bursa,13.333333333333334,201804
Denizli,25.0,201804
Diyarbakır,33.333333333333336,201804
Düzce Province,75.0,201804
Edirne,60.0,201804
Elazığ,0.0,201804
Erzincan,0.0,201804
Erzurum,0.0,201804
Eskişehir Province,23.333333333333336,201804
Gaziantep,0.0,201804
Giresun,0.0,201804
Gümüşhane,0.0,201804
Hakkâri,0.0,201804
Hatay,0.0,201804
Isparta Province,55.0,201804
Iğdır,0.0,201804
Kahramanmaraş Province,0.0,201804
Karabük,0.0,201804
Karaman,121.66666666666667,201804
Kars,166.66666666666669,201804
Kastamonu,88.33333333333334,201804
Kayseri Province,38.333333333333336,201804
Kilis,0.0,201804
Kocaeli,28.333333333333336,201804
Konya,11.666666666666668,201804
Kütahya,0.0,201804
Kırklareli,75.0,201804
Kırıkkale,0.0,201804
Kırşehir,0.0,201804
Malatya,0.0,201804
Manisa,0.0,201804
Mardin,66.66666666666667,201804
Mersin Province,0.0,201804
Muğla Province,0.0,201804
Muş,0.0,201804
Nevşehir,93.33333333333334,201804
Niğde,106.66666666666667,201804
Ordu,105.0,201804
Osmaniye,76.66666666666667,201804
Rize,0.0,201804
Sakarya,25.0,201804
Samsun,0.0,201804
Siirt Province,0.0,201804
Sinop Province,0.0,201804
Sivas,50.0,201804
Tekirdağ,0.0,201804
Tokat,0.0,201804
Trabzon,0.0,201804
Tunceli,0.0,201804
Uşak,0.0,201804
Van,51.66666666666667,201804
Yalova Province,88.33333333333334,201804
Yozgat,0.0,201804
Zonguldak,43.333333333333336,201804
Çanakkale Province,45.0,201804
Çankırı,0.0,201804
Çorum Province,68.33333333333334,201804
İstanbul,6.666666666666667,201804
İzmir,8.333333333333334,201804
Şanlıurfa Province,25.0,201804
Şırnak,0.0,201804
Adana,5.0,201805
Adıyaman Province,0.0,201805
Afyonkarahisar Province,0.0,201805
Aksaray,73.0,201805
Amasya Province,0.0,201805
Ankara,3.0,201805
Antalya,8.0,201805
Ardahan Province,0.0,201805
Artvin,0.0,201805
Aydın Province,0.0,201805
Ağrı,0.0,201805
Balıkesir Province,19.0,201805
Bartın Province,0.0,201805
Batman,0.0,201805
Bayburt,0.0,201805
Bilecik,0.0,201805
Bingöl Province,0.0,201805
Bitlis,0.0,201805
Bolu,67.0,201805
Burdur Province,0.0,201805
Bursa,6.0,201805
Denizli,0.0,201805
Diyarbakır,13.0,201805
Düzce Province,0.0,201805
Edirne,48.0,201805
Elazığ,0.0,201805
Erzincan,0.0,201805
Erzurum,28.0,201805
Eskişehir Province,19.0,201805
Gaziantep,10.0,201805
Giresun,64.0,201805
Gümüşhane,0.0,201805
Hakkâri,0.0,201805
Hatay,18.0,201805
Isparta Province,43.0,201805
Iğdır,0.0,201805
Kahramanmaraş Province,0.0,201805
Karabük,0.0,201805
Karaman,100.0,201805
Kars,0.0,201805
Kastamonu,0.0,201805
Kayseri Province,0.0,201805
Kilis,0.0,201805
Kocaeli,9.0,201805
Konya,10.0,201805
Kütahya,0.0,201805
Kırklareli,0.0,201805
Kırıkkale,0.0,201805
Kırşehir,0.0,201805
Malatya,0.0,201805
Manisa,0.0,201805
Mardin,0.0,201805
Mersin Province,13.0,201805
Muğla Province,35.0,201805
Muş,0.0,201805
Nevşehir,0.0,201805
Niğde,0.0,201805
Ordu,0.0,201805
Osmaniye,0.0,201805
Rize,0.0,201805
Sakarya,39.0,201805
Samsun,18.0,201805
Siirt Province,0.0,201805
Sinop Province,0.0,201805
Sivas,0.0,201805
Tekirdağ,0.0,201805
Tokat,0.0,201805
Trabzon,0.0,201805
Tunceli,0.0,201805
Uşak,0.0,201805
Van,0.0,201805
Yalova Province,0.0,201805
Yozgat,0.0,201805
Zonguldak,0.0,201805
Çanakkale Province,0.0,201805
Çankırı,0.0,201805
Çorum Province,0.0,201805
İstanbul,6.0,201805
İzmir,5.0,201805
Şanlıurfa Province,19.0,201805
Şırnak,0.0,201805
Adana,5.333333333333333,201806
Adıyaman Province,0.0,201806
Afyonkarahisar Province,0.0,201806
Aksaray,0.0,201806
Amasya Province,0.0,201806
Ankara,8.0,201806
Antalya,9.333333333333334,201806
Ardahan Province,0.0,201806
Artvin,0.0,201806
Aydın Province,0.0,201806
Ağrı,120.0,201806
Balıkesir Province,0.0,201806
Bartın Province,0.0,201806
Batman,0.0,201806
Bayburt,0.0,201806
Bilecik,0.0,201806
Bingöl Province,0.0,201806
Bitlis,0.0,201806
Bolu,0.0,201806
Burdur Province,0.0,201806
Bursa,10.666666666666666,201806
Denizli,20.0,201806
Diyarbakır,13.333333333333334,201806
Düzce Province,0.0,201806
Edirne,48.0,201806
Elazığ,0.0,201806
Erzincan,0.0,201806
Erzurum,0.0,201806
Eskişehir Province,0.0,201806
Gaziantep,10.666666666666666,201806
Giresun,0.0,201806
Gümüşhane,0.0,201806
Hakkâri,0.0,201806
Hatay,0.0,201806
Isparta Province,0.0,201806
Iğdır,0.0,201806
Kahramanmaraş Province,0.0,201806
Karabük,0.0,201806
Karaman,0.0,201806
Kars,0.0,201806
Kastamonu,0.0,201806
Kayseri Province,0.0,201806
Kilis,0.0,201806
Kocaeli,9.333333333333334,201806
Konya,10.666666666666666,201806
Kütahya,0.0,201806
Kırklareli,0.0,201806
Kırıkkale,0.0,201806
Kırşehir,0.0,201806
Malatya,0.0,201806
Manisa,17.333333333333332,201806
Mardin,0.0,201806
Mersin Province,12.0,201806
Muğla Province,14.666666666666666,201806
Muş,0.0,201806
Nevşehir,0.0,201806
Niğde,0.0,201806
Ordu,0.0,201806
Osmaniye,0.0,201806
Rize,0.0,201806
Sakarya,20.0,201806
Samsun,0.0,201806
Siirt Province,0.0,201806
Sinop Province,133.33333333333334,201806
Sivas,0.0,201806
Tekirdağ,0.0,201806
Tokat,52.0,201806
Trabzon,0.0,201806
Tunceli,0.0,201806
Uşak,0.0,201806
Van,0.0,201806
Yalova Province,0.0,201806
Yozgat,0.0,201806
Zonguldak,0.0,201806
Çanakkale Province,0.0,201806
Çankırı,0.0,201806
Çorum Province,0.0,201806
İstanbul,6.666666666666667,201806
İzmir,5.333333333333333,201806
Şanlıurfa Province,18.666666666666668,201806
Şırnak,0.0,201806
Adana,2.5,201807
Adıyaman Province,0.0,201807
Afyonkarahisar Province,22.5,201807
Aksaray,0.0,201807
Amasya Province,0.0,201807
Ankara,2.5,201807
Antalya,2.5,201807
Ardahan Province,0.0,201807
Artvin,0.0,201807
Aydın Province,11.25,201807
Ağrı,0.0,201807
Balıkesir Province,10.0,201807
Bartın Province,0.0,201807
Batman,0.0,201807
Bayburt,0.0,201807
Bilecik,51.25,201807
Bingöl Province,0.0,201807
Bitlis,108.75,201807
Bolu,37.5,201807
Burdur Province,0.0,201807
Bursa,5.0,201807
Denizli,0.0,201807
Diyarbakır,0.0,201807
Düzce Province,0.0,201807
Edirne,26.25,201807
Elazığ,0.0,201807
Erzincan,65.0,201807
Erzurum,0.0,201807
Eskişehir Province,11.25,201807
Gaziantep,0.0,201807
Giresun,0.0,201807
Gümüşhane,0.0,201807
Hakkâri,0.0,201807
Hatay,0.0,201807
Isparta Province,0.0,201807
Iğdır,0.0,201807
Kahramanmaraş Province,0.0,201807
Karabük,0.0,201807
Karaman,56.25,201807
Kars,0.0,201807
Kastamonu,0.0,201807
Kayseri Province,8.75,201807
Kilis,0.0,201807
Kocaeli,10.0,201807
Konya,6.25,201807
Kütahya,0.0,201807
Kırklareli,33.75,201807
Kırıkkale,0.0,201807
Kırşehir,0.0,201807
Malatya,18.75,201807
Manisa,10.0,201807
Mardin,46.25,201807
Mersin Province,6.25,201807
Muğla Province,0.0,201807
Muş,125.0,201807
Nevşehir,0.0,201807
Niğde,0.0,201807
Ordu,23.75,201807
Osmaniye,36.25,201807
Rize,0.0,201807
Sakarya,11.25,201807
Samsun,16.25,201807
Siirt Province,0.0,201807
Sinop Province,0.0,201807
Sivas,21.25,201807
Tekirdağ,0.0,201807
Tokat,0.0,201807
Trabzon,17.5,201807
Tunceli,0.0,201807
Uşak,36.25,201807
Van,0.0,201807
Yalova Province,0.0,201807
Yozgat,0.0,201807
Zonguldak,0.0,201807
Çanakkale Province,0.0,201807
Çankırı,90.0,201807
Çorum Province,0.0,201807
İstanbul,5.0,201807
İzmir,6.25,201807
Şanlıurfa Province,0.0,201807
Şırnak,0.0,201807
Adana,2.4,201808
Adıyaman Province,0.0,201808
Afyonkarahisar Province,8.0,201808
Aksaray,0.0,201808
Amasya Province,0.0,201808
Ankara,2.4,201808
Antalya,1.6,201808
Ardahan Province,0.0,201808
Artvin,0.0,201808
Aydın Province,0.0,201808
Ağrı,0.0,201808
Balıkesir Province,4.8,201808
Bartın Province,0.0,201808
Batman,0.0,201808
Bayburt,0.0,201808
Bilecik,0.0,201808
Bingöl Province,0.0,201808
Bitlis,36.8,201808
Bolu,20.8,201808
Burdur Province,0.0,201808
Bursa,2.4,201808
Denizli,4.0,201808
Diyarbakır,3.2,201808
Düzce Province,12.0,201808
Edirne,9.6,201808
Elazığ,0.0,201808
Erzincan,0.0,201808
Erzurum,7.2,201808
Eskişehir Province,4.0,201808
Gaziantep,2.4,201808
Giresun,0.0,201808
Gümüşhane,0.0,201808
Hakkâri,0.0,201808
Hatay,0.0,201808
Isparta Province,0.0,201808
Iğdır,0.0,201808
Kahramanmaraş Province,5.6,201808
Karabük,0.0,201808
Karaman,0.0,201808
Kars,0.0,201808
Kastamonu,0.0,201808
Kayseri Province,3.2,201808
Kilis,0.0,201808
Kocaeli,1.6,201808
Konya,2.4,201808
Kütahya,0.0,201808
Kırklareli,0.0,201808
Kırıkkale,0.0,201808
Kırşehir,0.0,201808
Malatya,6.4,201808
Manisa,3.2,201808
Mardin,0.0,201808
Mersin Province,0.0,201808
Muğla Province,2.4,201808
Muş,0.0,201808
Nevşehir,0.0,201808
Niğde,16.8,201808
Ordu,8.0,201808
Osmaniye,0.0,201808
Rize,0.0,201808
Sakarya,8.0,201808
Samsun,2.4,201808
Siirt Province,0.0,201808
Sinop Province,0.0,201808
Sivas,7.2,201808
Tekirdağ,4.0,201808
Tokat,0.0,201808
Trabzon,0.0,201808
Tunceli,80.0,201808
Uşak,25.6,201808
Van,0.0,201808
Yalova Province,12.0,201808
Yozgat,0.0,201808
Zonguldak,0.0,201808
Çanakkale Province,6.4,201808
Çankırı,0.0,201808
Çorum Province,0.0,201808
İstanbul,1.6,201808
İzmir,1.6,201808
Şanlıurfa Province,8.0,201808
Şırnak,0.0,201808
Adana,3.5714285714285716,201809
Adıyaman Province,22.857142857142858,201809
Afyonkarahisar Province,0.0,201809
Aksaray,0.0,201809
Amasya Province,28.571428571428573,201809
Ankara,4.285714285714286,201809
Antalya,3.5714285714285716,201809
Ardahan Province,0.0,201809
Artvin,0.0,201809
Aydın Province,7.142857142857143,201809
Ağrı,0.0,201809
Balıkesir Province,6.428571428571429,201809
Bartın Province,0.0,201809
Batman,0.0,201809
Bayburt,0.0,201809
Bilecik,0.0,201809
Bingöl Province,0.0,201809
Bitlis,0.0,201809
Bolu,0.0,201809
Burdur Province,0.0,201809
Bursa,2.142857142857143,201809
Denizli,0.0,201809
Diyarbakır,5.0,201809
Düzce Province,21.42857142857143,201809
Edirne,0.0,201809
Elazığ,0.0,201809
Erzincan,0.0,201809
Erzurum,0.0,201809
Eskişehir Province,7.142857142857143,201809
Gaziantep,2.857142857142857,201809
Giresun,22.857142857142858,201809
Gümüşhane,0.0,201809
Hakkâri,0.0,201809
Hatay,6.428571428571429,201809
Isparta Province,17.142857142857142,201809
Iğdır,0.0,201809
Kahramanmaraş Province,10.0,201809
Karabük,0.0,201809
Karaman,71.42857142857143,201809
Kars,0.0,201809
Kastamonu,0.0,201809
Kayseri Province,0.0,201809
Kilis,0.0,201809
Kocaeli,5.0,201809
Konya,3.5714285714285716,201809
Kütahya,16.42857142857143,201809
Kırklareli,20.714285714285715,201809
Kırıkkale,30.714285714285715,201809
Kırşehir,0.0,201809
Malatya,11.428571428571429,201809
Manisa,0.0,201809
Mardin,0.0,201809
Mersin Province,0.0,201809
Muğla Province,5.0,201809
Muş,0.0,201809
Nevşehir,0.0,201809
Niğde,0.0,201809
Ordu,15.000000000000002,201809
Osmaniye,22.857142857142858,201809
Rize,0.0,201809
Sakarya,0.0,201809
Samsun,5.0,201809
Siirt Province,0.0,201809
Sinop Province,0.0,201809
Sivas,0.0,201809
Tekirdağ,7.142857142857143,201809
Tokat,0.0,201809
Trabzon,0.0,201809
Tunceli,0.0,201809
Uşak,0.0,201809
Van,0.0,201809
Yalova Province,0.0,201809
Yozgat,0.0,201809
Zonguldak,0.0,201809
Çanakkale Province,0.0,201809
Çankırı,0.0,201809
Çorum Province,0.0,201809
İstanbul,4.285714285714286,201809
İzmir,4.285714285714286,201809
Şanlıurfa Province,6.428571428571429,201809
Şırnak,0.0,201809
Adana,5.0,201810
Adıyaman Province,0.0,201810
Afyonkarahisar Province,0.0,201810
Aksaray,0.0,201810
Amasya Province,0.0,201810
Ankara,3.0,201810
Antalya,3.0,201810
Ardahan Province,0.0,201810
Artvin,0.0,201810
Aydın Province,0.0,201810
Ağrı,0.0,201810
Balıkesir Province,18.0,201810
Bartın Province,0.0,201810
Batman,0.0,201810
Bayburt,0.0,201810
Bilecik,0.0,201810
Bingöl Province,0.0,201810
Bitlis,0.0,201810
Bolu,0.0,201810
Burdur Province,0.0,201810
Bursa,3.0,201810
Denizli,0.0,201810
Diyarbakır,7.0,201810
Düzce Province,0.0,201810
Edirne,0.0,201810
Elazığ,0.0,201810
Erzincan,0.0,201810
Erzurum,0.0,201810
Eskişehir Province,12.0,201810
Gaziantep,4.0,201810
Giresun,0.0,201810
Gümüşhane,0.0,201810
Hakkâri,0.0,201810
Hatay,0.0,201810
Isparta Province,0.0,201810
Iğdır,0.0,201810
Kahramanmaraş Province,0.0,201810
Karabük,0.0,201810
Karaman,0.0,201810
Kars,0.0,201810
Kastamonu,0.0,201810
Kayseri Province,0.0,201810
Kilis,0.0,201810
Kocaeli,12.0,201810
Konya,9.0,201810
Kütahya,0.0,201810
Kırklareli,0.0,201810
Kırıkkale,0.0,201810
Kırşehir,0.0,201810
Malatya,0.0,201810
Manisa,0.0,201810
Mardin,0.0,201810
Mersin Province,6.0,201810
Muğla Province,0.0,201810
Muş,0.0,201810
Nevşehir,0.0,201810
Niğde,0.0,201810
Ordu,0.0,201810
Osmaniye,30.0,201810
Rize,0.0,201810
Sakarya,18.0,201810
Samsun,13.0,201810
Siirt Province,0.0,201810
Sinop Province,0.0,201810
Sivas,0.0,201810
Tekirdağ,0.0,201810
Tokat,24.0,201810
Trabzon,0.0,201810
Tunceli,0.0,201810
Uşak,0.0,201810
Van,0.0,201810
Yalova Province,0.0,201810
Yozgat,38.0,201810
Zonguldak,17.0,201810
Çanakkale Province,17.0,201810
Çankırı,0.0,201810
Çorum Province,0.0,201810
İstanbul,3.0,201810
İzmir,2.0,201810
Şanlıurfa Province,8.0,201810
Şırnak,100.0,201810
Adana,0.0,201811
Adıyaman Province,0.0,201811
Afyonkarahisar Province,0.0,201811
Aksaray,0.0,201811
Amasya Province,0.0,201811
Ankara,6.0,201811
Antalya,5.0,201811
Ardahan Province,0.0,201811
Artvin,0.0,201811
Aydın Province,0.0,201811
Ağrı,0.0,201811
Balıkesir Province,0.0,201811
Bartın Province,0.0,201811
Batman,0.0,201811
Bayburt,0.0,201811
Bilecik,0.0,201811
Bingöl Province,0.0,201811
Bitlis,0.0,201811
Bolu,0.0,201811
Burdur Province,0.0,201811
Bursa,5.0,201811
Denizli,28.0,201811
Diyarbakır,0.0,201811
Düzce Province,42.0,201811
Edirne,0.0,201811
Elazığ,31.0,201811
Erzincan,0.0,201811
Erzurum,0.0,201811
Eskişehir Province,0.0,201811
Gaziantep,7.0,201811
Giresun,0.0,201811
Gümüşhane,0.0,201811
Hakkâri,0.0,201811
Hatay,12.0,201811
Isparta Province,30.0,201811
Iğdır,0.0,201811
Kahramanmaraş Province,0.0,201811
Karabük,51.0,201811
Karaman,67.0,201811
Kars,100.0,201811
Kastamonu,50.0,201811
Kayseri Province,10.0,201811
Kilis,0.0,201811
Kocaeli,8.0,201811
Konya,7.0,201811
Kütahya,0.0,201811
Kırklareli,0.0,201811
Kırıkkale,0.0,201811
Kırşehir,0.0,201811
Malatya,22.0,201811
Manisa,0.0,201811
Mardin,0.0,201811
Mersin Province,0.0,201811
Muğla Province,0.0,201811
Muş,0.0,201811
Nevşehir,0.0,201811
Niğde,60.0,201811
Ordu,0.0,201811
Osmaniye,0.0,201811
Rize,0.0,201811
Sakarya,26.0,201811
Samsun,10.0,201811
Siirt Province,0.0,201811
Sinop Province,0.0,201811
Sivas,28.0,201811
Tekirdağ,14.0,201811
Tokat,37.0,201811
Trabzon,0.0,201811
Tunceli,0.0,201811
Uşak,0.0,201811
Van,0.0,201811
Yalova Province,0.0,201811
Yozgat,0.0,201811
Zonguldak,0.0,201811
Çanakkale Province,25.0,201811
Çankırı,0.0,201811
Çorum Province,0.0,201811
İstanbul,4.0,201811
İzmir,5.0,201811
Şanlıurfa Province,0.0,201811
Şırnak,0.0,201811
Adana,6.0,201812
Adıyaman Province,0.0,201812
Afyonkarahisar Province,0.0,201812
Aksaray,0.0,201812
Amasya Province,0.0,201812
Ankara,4.0,201812
Antalya,8.0,201812
Ardahan Province,0.0,201812
Artvin,0.0,201812
Aydın Province,13.0,201812
Ağrı,0.0,201812
Balıkesir Province,11.0,201812
Bartın Province,0.0,201812
Batman,0.0,201812
Bayburt,0.0,201812
Bilecik,56.0,201812
Bingöl Province,0.0,201812
Bitlis,79.0,201812
Bolu,0.0,201812
Burdur Province,0.0,201812
Bursa,9.0,201812
Denizli,12.0,201812
Diyarbakır,7.0,201812
Düzce Province,33.0,201812
Edirne,0.0,201812
Elazığ,26.0,201812
Erzincan,0.0,201812
Erzurum,37.0,201812
Eskişehir Province,0.0,201812
Gaziantep,6.0,201812
Giresun,37.0,201812
Gümüşhane,0.0,201812
Hakkâri,0.0,201812
Hatay,0.0,201812
Isparta Province,0.0,201812
Iğdır,0.0,201812
Kahramanmaraş Province,0.0,201812
Karabük,42.0,201812
Karaman,0.0,201812
Kars,0.0,201812
Kastamonu,0.0,201812
Kayseri Province,0.0,201812
Kilis,0.0,201812
Kocaeli,5.0,201812
Konya,11.0,201812
Kütahya,0.0,201812
Kırklareli,100.0,201812
Kırıkkale,0.0,201812
Kırşehir,0.0,201812
Malatya,18.0,201812
Manisa,10.0,201812
Mardin,0.0,201812
Mersin Province,15.0,201812
Muğla Province,12.0,201812
Muş,0.0,201812
Nevşehir,43.0,201812
Niğde,48.0,201812
Ordu,25.0,201812
Osmaniye,38.0,201812
Rize,40.0,201812
Sakarya,17.0,201812
Samsun,8.0,201812
Siirt Province,0.0,201812
Sinop Province,0.0,201812
Sivas,22.0,201812
Tekirdağ,12.0,201812
Tokat,0.0,201812
Trabzon,0.0,201812
Tunceli,0.0,201812
Uşak,35.0,201812
Van,26.0,201812
Yalova Province,0.0,201812
Yozgat,0.0,201812
Zonguldak,0.0,201812
Çanakkale Province,0.0,201812
Çankırı,0.0,201812
Çorum Province,0.0,201812
İstanbul,6.0,201812
İzmir,6.0,201812
Şanlıurfa Province,10.0,201812
Şırnak,0.0,201812
Adana,3.2,201901
Adıyaman Province,0.0,201901
Afyonkarahisar Province,0.0,201901
Aksaray,0.0,201901
Amasya Province,0.0,201901
Ankara,1.6,201901
Antalya,6.4,201901
Ardahan Province,0.0,201901
Artvin,51.2,201901
Aydın Province,6.4,201901
Ağrı,0.0,201901
Balıkesir Province,5.6,201901
Bartın Province,39.2,201901
Batman,0.0,201901
Bayburt,0.0,201901
Bilecik,0.0,201901
Bingöl Province,0.0,201901
Bitlis,0.0,201901
Bolu,0.0,201901
Burdur Province,0.0,201901
Bursa,2.4,201901
Denizli,12.0,201901
Diyarbakır,4.0,201901
Düzce Province,0.0,201901
Edirne,14.4,201901
Elazığ,13.6,201901
Erzincan,0.0,201901
Erzurum,10.4,201901
Eskişehir Province,6.4,201901
Gaziantep,6.4,201901
Giresun,0.0,201901
Gümüşhane,80.0,201901
Hakkâri,0.0,201901
Hatay,4.8,201901
Isparta Province,12.8,201901
Iğdır,0.0,201901
Kahramanmaraş Province,0.0,201901
Karabük,0.0,201901
Karaman,0.0,201901
Kars,0.0,201901
Kastamonu,44.8,201901
Kayseri Province,8.8,201901
Kilis,0.0,201901
Kocaeli,5.6,201901
Konya,4.0,201901
Kütahya,0.0,201901
Kırklareli,17.6,201901
Kırıkkale,0.0,201901
Kırşehir,0.0,201901
Malatya,18.4,201901
Manisa,7.2,201901
Mardin,16.8,201901
Mersin Province,4.0,201901
Muğla Province,12.0,201901
Muş,0.0,201901
Nevşehir,0.0,201901
Niğde,0.0,201901
Ordu,25.6,201901
Osmaniye,0.0,201901
Rize,0.0,201901
Sakarya,9.6,201901
Samsun,4.0,201901
Siirt Province,41.6,201901
Sinop Province,0.0,201901
Sivas,0.0,201901
Tekirdağ,5.6,201901
Tokat,0.0,201901
Trabzon,14.4,201901
Tunceli,0.0,201901
Uşak,18.4,201901
Van,13.6,201901
Yalova Province,20.8,201901
Yozgat,0.0,201901
Zonguldak,0.0,201901
Çanakkale Province,11.2,201901
Çankırı,51.2,201901
Çorum Province,0.0,201901
İstanbul,4.8,201901
İzmir,4.8,201901
Şanlıurfa Province,5.6,201901
Şırnak,0.0,201901
Adana,9.0,201902
Adıyaman Province,40.0,201902
Afyonkarahisar Province,0.0,201902
Aksaray,0.0,201902
Amasya Province,50.0,201902
Ankara,6.0,201902
Antalya,6.0,201902
Ardahan Province,0.0,201902
Artvin,0.0,201902
Aydın Province,28.0,201902
Ağrı,0.0,201902
Balıkesir Province,0.0,201902
Bartın Province,0.0,201902
Batman,0.0,201902
Bayburt,0.0,201902
Bilecik,0.0,201902
Bingöl Province,100.0,201902
Bitlis,90.0,201902
Bolu,0.0,201902
Burdur Province,0.0,201902
